id,XINGBIE,CSNY,HYZK,ZHIYE,ZHICHEN,ZHIWU,XUELI,DWJJLX,DWSSHY,GRJCJS,GRZHZT,GRZHYE,GRZHSNJZYE,GRZHDNGJYE,GRYJCE,DWYJCE,DKFFE,DKYE,DKLL,label
train_10449,1,436464000,90,90,999,0,99,110,18,7868.0,1,2208.04,2007.415,-281.07,1152.72,1152.72,180237,129631.69,2.708,1
train_10468,2,509990400,90,90,999,0,99,190,15,4683.5,1,19037.76,14702.9,1477.72,770.58,770.58,150237,138125.905,2.979,1
train_10484,2,496944000,90,90,999,0,99,900,16,12686.5,1,62399.315,33796.55,9055.095,1730.94,1730.94,125237,107168.555,2.708,1
train_10485,2,223574400,90,90,999,0,99,150,2,2144.5,1,694.8,902.895,234.41,465.9,465.9,170237,73130.44,2.708,1
train_10496,1,720547200,90,90,999,0,99,900,8,12811.0,1,237.0,32969.04,-16993.545,1745.88,1745.88,150237,146210.88,2.708,1
train_10525,1,31507200,90,90,999,0,99,900,5,1487.0,2,459.71,456.365,237.0,337.0,337.0,109737,31570.81,2.708,1
train_10537,1,333907200,90,90,999,0,99,110,16,8627.0,1,114109.56,83504.035,7916.28,1243.8,1243.8,350237,322094.43,2.708,1
train_10543,1,339177600,90,90,999,0,99,110,18,3169.0,1,19004.145,4714.495,3881.36,588.89,588.89,190237,151099.3,2.708,1
train_10546,2,362764800,90,90,999,0,99,900,16,6057.0,1,22060.925,13486.615,3707.66,935.4,935.4,125237,90120.87,2.708,1
train_10573,2,318182400,90,90,999,0,99,190,15,5416.5,1,2589.84,275.42,2586.86,858.54,858.54,300237,239820.43,2.708,1
train_10574,2,31507200,90,90,999,0,99,190,15,5237.0,1,4386.955,66198.245,4655.955,837.0,837.0,150237,66625.805,2.979,1
train_10582,1,31507200,90,90,999,0,99,110,2,8410.0,1,70913.19,51637.925,4813.88,809.11,809.11,200237,159514.64,2.708,1
train_10590,1,283968000,90,90,999,0,99,190,15,5997.0,1,1619.4,1430.68,224.73,928.2,928.2,250237,164128.535,2.708,1
train_10597,1,783619200,90,90,999,0,99,190,2,4365.5,1,7079.135,2050.28,2295.12,649.85,649.85,71737,63814.635,2.708,1
train_10598,1,31507200,90,90,999,0,99,110,18,6318.0,1,34824.655,5188.745,8007.94,966.77,966.77,250237,89278.485,2.708,1
train_10620,1,617900400,90,90,999,0,99,170,14,1192.0,1,3837.225,2269.985,619.0,284.75,284.75,125237,110003.73,2.708,1
train_10622,1,560016000,90,90,999,0,99,900,14,9487.0,1,39585.765,30178.93,3942.0,699.5,699.5,300237,299616.785,2.979,1
train_10647,1,31507200,90,90,999,0,99,110,6,2817.0,1,7105.045,4909.255,2713.8,546.6,546.6,300237,197213.495,2.708,1
train_10707,1,460137600,90,90,999,0,99,900,4,7257.0,1,5624.775,4642.9,1471.385,1079.4,1079.4,240237,215035.96,2.708,1
train_10710,1,439056000,90,90,999,0,99,110,18,6152.0,1,50573.825,37075.205,1470.6,946.82,946.82,150237,135635.39,2.708,1
train_10727,2,539107200,90,90,999,0,99,110,15,5789.5,1,237.0,932.29,-1103.865,903.3,903.3,150237,106321.07,2.708,1
train_10728,2,289065600,90,90,999,0,99,110,15,7707.0,1,27739.49,12217.12,9201.0,1133.4,1133.4,125237,100299.585,2.708,1
train_10736,2,347126400,90,90,999,0,99,170,14,1987.0,1,982.4,2322.555,937.0,412.0,412.0,125237,104637.72,2.708,1
train_10750,1,573148800,90,90,999,0,99,110,16,4444.0,1,1246.68,267.77,593.915,741.84,741.84,250237,186460.14,2.708,1
train_10777,1,255110400,90,90,999,0,99,110,15,5552.0,1,10871.73,13229.135,-611.74,874.8,874.8,125237,106814.64,2.708,1
train_10789,2,589042800,90,90,999,0,99,150,14,1192.0,1,10279.745,11245.135,1342.72,303.85,303.85,150237,237.0,2.708,1
train_10815,1,383760000,90,90,999,0,99,110,12,6671.0,1,5986.22,4380.57,2353.74,1009.08,1009.08,300237,214581.135,2.708,1
train_10848,1,257529600,90,90,999,0,99,150,7,3137.0,1,643.0,694.58,232.5,440.0,440.0,350237,309726.295,2.708,1
train_10849,2,594316800,90,90,999,0,99,900,16,9577.0,1,8742.18,43217.93,5892.355,1357.8,1357.8,150237,72442.015,2.708,1
train_10852,2,255110400,90,90,999,0,99,160,7,2687.0,2,269.685,269.195,237.0,408.5,408.5,125237,100824.87,2.708,1
train_10853,1,31507200,90,90,999,0,99,160,4,4252.0,1,22780.095,8370.825,4091.4,718.8,718.8,100237,45184.95,2.708,1
train_10881,1,207676800,90,90,999,0,99,110,15,5456.0,1,136237.735,104729.495,6499.8,863.28,863.28,250237,230606.17,2.979,1
train_10906,2,565286400,90,90,999,0,99,190,9,9962.5,1,91545.38,66862.335,2398.79,1404.06,1404.06,200237,181906.375,2.708,1
train_10910,1,341856000,90,90,999,0,99,110,18,4191.0,1,15760.52,12663.0,-881.43,711.535,711.535,350237,247961.76,2.708,1
train_10911,2,457459200,90,90,999,0,99,900,16,12811.5,1,237.0,8366.45,-12293.38,1745.94,1745.94,125237,41648.645,2.708,1
train_10919,1,31507200,90,90,999,0,99,110,12,4543.0,1,25214.675,21549.775,1516.555,753.72,753.72,125237,94166.685,2.708,1
train_10944,1,507571200,90,90,999,0,99,900,16,7578.0,1,7141.145,26134.965,6858.46,1117.92,1117.92,125237,108503.005,2.708,1
train_10946,2,449596800,90,90,999,0,99,190,15,4573.5,1,2365.66,3150.36,59.5,757.38,757.38,250237,208909.495,2.708,1
train_10951,1,402249600,90,90,999,0,99,110,18,1743.0,1,9222.195,6012.965,2373.96,417.72,417.72,250237,169070.385,2.708,1
train_10972,1,546793200,90,90,999,0,99,110,17,5014.0,1,237.0,241.99,231.445,810.24,810.24,350237,310265.0,2.708,1
train_10993,1,602265600,90,90,999,0,99,190,15,4447.5,1,10528.93,5531.44,1509.07,742.26,742.26,150237,114681.895,2.708,1
train_10997,2,549471600,90,90,999,0,99,110,16,6795.0,1,9176.155,7961.36,4328.33,1023.96,1023.96,125237,73431.265,2.708,1
train_11003,1,589042800,90,90,999,0,99,150,14,12811.5,1,15149.76,11840.2,7278.72,1117.215,1117.215,130237,107402.095,2.708,1
train_11028,1,173376000,90,90,999,0,99,110,18,5865.0,1,16642.815,14591.225,7299.84,912.4,912.4,250237,45315.69,2.708,1
train_11033,2,39283200,90,90,999,0,99,110,18,3249.0,1,76065.665,79975.16,-2172.5,598.44,598.44,350237,227261.63,2.708,1
train_11041,1,139248000,90,90,999,0,99,150,15,6595.5,1,1763.04,271.74,1758.455,1000.02,1000.02,240237,161406.595,2.708,1
train_11046,1,541526400,90,90,999,0,99,190,18,2521.5,1,785.28,851.915,230.655,511.14,511.14,300237,279433.835,2.708,1
train_11053,1,31507200,90,90,999,0,99,110,2,2015.0,1,43042.11,36770.33,1517.16,397.02,397.02,25237,21521.67,3.25,1
train_11066,2,354902400,90,90,999,0,99,110,18,1742.0,1,1125.7,13420.72,-11502.16,417.6,417.6,175237,113257.72,2.708,1
train_11067,1,31507200,90,90,999,0,99,110,15,4275.5,1,71168.425,53931.245,5083.2,721.62,721.62,250237,10653.74,2.708,1
train_11075,2,31507200,90,90,999,0,99,110,18,5101.0,1,31584.245,32678.765,-220.925,820.68,820.68,200237,114063.99,2.708,1
train_11087,1,478454400,90,90,999,0,99,190,5,12811.5,1,55716.615,30238.08,6581.11,1745.94,1745.94,350237,242805.55,2.708,1
train_11124,1,407520000,90,90,999,0,99,190,15,4910.0,1,46016.635,37784.475,2543.34,797.76,797.76,125237,110598.875,2.708,1
train_11140,2,423244800,90,90,999,0,99,190,15,5127.0,1,1410.6,1445.035,225.79,823.8,823.8,350237,251070.305,2.708,1
train_11145,2,583686000,90,90,999,0,99,900,16,1192.0,1,6517.915,2791.43,1153.8,351.6,351.6,70237,237.0,2.708,1
train_11157,2,307555200,90,90,999,0,99,110,18,9127.5,1,7092.465,894.275,4017.865,1303.86,1303.86,250237,20057.905,2.708,1
train_11183,1,623174400,90,90,999,0,99,190,14,3327.0,1,1922.315,263.53,-7296.6,607.8,607.8,50237,43575.145,2.708,1
train_11186,1,320688000,90,90,999,0,99,110,18,6760.0,1,79678.035,55346.79,6499.08,1019.76,1019.76,98737,28077.64,2.979,1
train_11195,1,31507200,90,90,999,0,99,190,15,7786.5,1,113200.695,101011.96,2974.22,1142.94,1142.94,125237,73906.64,2.708,1
train_11197,1,673023600,90,90,999,0,99,160,7,2237.0,2,237.125,309.435,237.0,397.0,397.0,140237,134335.975,2.708,1
train_11210,2,310233600,90,90,999,0,99,900,14,12811.5,1,36592.665,8976.025,8284.68,1242.96,1242.96,300237,266479.915,2.708,1
train_11242,2,89395200,90,90,999,0,99,110,14,1608.0,1,78425.155,72128.915,1553.16,401.52,401.52,75237,12512.345,2.708,1
train_11272,1,31507200,90,90,999,0,99,110,18,5310.5,1,310.495,260.495,290.56,845.86,845.86,350237,270838.87,2.708,1
train_11285,1,278697600,90,90,999,0,99,900,17,5428.5,1,59498.355,37088.91,6466.8,859.98,859.98,150237,123394.63,2.708,1
train_11313,2,454867200,90,90,999,0,99,900,16,12811.5,1,28732.725,27652.345,12308.52,1745.94,1745.94,300237,155900.38,2.708,1
train_11322,1,31507200,90,90,999,0,99,190,20,7800.0,1,69651.81,63254.43,3138.49,1144.56,1144.56,200237,126427.55,2.708,1
train_11340,2,31507200,90,90,999,0,99,900,17,3040.5,1,63870.665,50518.9,3601.2,573.42,573.42,150237,101048.17,2.708,1
train_11379,1,444412800,90,90,999,0,99,190,15,4960.0,1,4771.08,63784.06,4771.08,803.76,803.76,125237,237.0,2.979,1
train_11386,1,591638400,90,90,999,0,99,110,18,4087.0,1,9468.09,8276.39,-1250.535,699.005,699.005,300237,254743.25,2.708,1
train_11391,2,291744000,90,90,999,0,99,150,14,5927.5,1,1033.67,502.81,477.795,635.335,635.335,250237,182736.865,2.708,1
train_11400,1,662659200,90,90,999,0,99,110,15,5031.0,1,1926.545,500.495,767.32,812.28,812.28,300237,277227.045,2.708,1
train_11413,1,31507200,90,90,999,0,99,150,14,2537.0,1,3805.52,13576.03,1525.0,398.0,398.0,200237,169918.445,2.708,1
train_11437,1,249753600,90,90,999,0,99,190,15,7455.0,1,2236.355,1996.93,482.82,1103.16,1103.16,350237,237053.8,2.708,1
train_11458,1,333907200,90,90,999,0,99,190,16,7318.0,1,7739.42,41423.46,7739.42,1086.72,1086.72,224237,133188.73,2.708,1
train_11471,1,31507200,90,90,999,0,99,110,18,7256.0,1,237.0,335.995,225.23,1079.3,1079.3,185237,115161.25,2.708,1
train_11492,1,31507200,90,90,999,0,99,150,15,5243.5,5,237.0,27854.08,237.0,837.78,837.78,78237,237.175,2.708,1
train_11499,2,631123200,90,90,999,0,99,150,7,1192.0,1,1153.8,504.98,921.765,351.6,351.6,205237,189892.0,2.708,1
train_11520,2,181324800,90,90,999,0,99,190,16,12811.5,1,52578.525,15699.745,14828.64,1745.94,1745.94,300237,251903.715,2.979,1
train_11542,1,184003200,90,90,999,0,99,110,12,5217.0,1,22428.5,39771.385,5017.8,834.6,834.6,125237,92494.16,2.708,1
train_11552,1,704649600,90,90,999,0,99,150,7,2937.0,1,615.0,666.19,232.81,426.0,426.0,150237,134218.035,2.708,1
train_11564,2,425836800,90,90,999,0,99,110,16,8555.0,1,2233.32,1912.895,403.52,1235.16,1235.16,125237,109335.685,2.708,1
train_11583,2,31507200,90,90,999,0,99,150,15,5800.0,1,2805.195,267.91,1539.18,904.56,904.56,170237,25727.085,2.292,1
train_11585,2,509990400,90,90,999,0,99,900,16,1192.0,1,466.2,476.5,234.14,351.6,351.6,292737,268445.13,2.979,1
train_11643,1,631123200,90,90,999,0,99,160,0,3657.0,2,6547.03,6452.245,237.0,647.4,647.4,225237,164612.0,2.708,1
train_11646,1,552063600,90,90,999,0,99,130,4,4904.5,2,239.945,1879.72,237.0,610.4,610.4,125237,107610.38,2.708,1
train_11663,1,410198400,90,90,999,0,99,110,18,6127.0,1,27401.55,5080.48,4057.84,943.82,943.82,350237,280236.92,2.708,1
train_11681,2,531158400,90,90,999,0,99,900,4,2233.0,2,293.835,292.98,237.0,476.52,476.52,125237,105242.185,2.708,1
train_11717,2,378662400,90,90,999,0,99,900,16,8381.0,1,47794.685,35673.905,10009.8,1214.28,1214.28,125237,88778.55,2.708,1
train_11718,2,323366400,90,90,999,0,99,150,17,6370.0,1,4906.065,301.15,3606.43,972.96,972.96,110237,74181.51,2.708,1
train_11729,1,539107200,90,90,999,0,99,110,18,1770.0,1,12889.315,10335.395,1208.74,420.96,420.96,140237,130273.37,2.708,1
train_11730,2,191952000,90,90,999,0,99,170,14,2887.0,1,22533.65,12121.555,2781.0,555.0,555.0,125237,93779.54,2.708,1
train_11737,2,362764800,90,90,999,0,99,190,15,3819.0,1,12365.835,8627.695,3675.72,666.84,666.84,250237,154648.78,2.708,1
train_11749,1,31507200,90,90,999,0,99,100,12,5807.0,1,237.0,107753.905,-2044.11,905.4,905.4,150237,30146.085,2.979,1
train_11759,1,31507200,90,90,999,0,99,150,14,8753.0,1,36582.675,18086.01,6739.8,1258.92,1258.92,200237,62462.67,2.708,1
train_11771,1,604684800,90,90,999,0,99,900,16,1192.0,1,16853.335,12971.6,1153.8,351.6,351.6,125237,83570.4,2.708,1
train_11779,2,581094000,90,90,999,0,99,150,14,2709.5,1,583.15,577.835,233.975,410.075,410.075,147737,133097.415,2.708,1
train_11781,1,186595200,90,90,999,0,99,900,16,4156.0,1,12571.615,21161.845,3999.24,707.28,707.28,300237,269345.27,2.708,1
train_11795,1,31507200,90,90,999,0,99,190,15,9521.0,1,3989.91,280.635,3978.47,1351.08,1351.08,300237,206111.385,2.708,1
train_11805,1,599587200,90,90,999,0,99,190,14,8981.0,1,2335.56,9124.715,-455.25,1286.28,1286.28,150237,88799.19,2.708,1
train_11808,2,349804800,90,90,999,0,99,110,16,4255.0,1,1201.32,479.615,488.15,719.16,719.16,185237,153246.535,2.708,1
train_11812,2,531158400,90,90,999,0,99,190,14,5472.0,1,57093.07,37344.965,5262.6,865.2,865.2,150237,138175.82,2.708,1
train_11838,2,123523200,90,17,8,0,99,150,8,3737.0,1,1917.0,237.0,3495.42,657.0,657.0,300237,157008.535,2.979,1
train_11839,1,352224000,90,90,999,0,99,150,15,6544.5,1,24268.04,7835.425,5607.79,993.9,993.9,102237,44160.895,2.979,1
train_11841,2,31507200,90,90,999,0,99,900,14,1737.0,2,296.545,295.65,237.0,342.0,342.0,184737,75513.65,2.708,1
train_11842,2,31507200,90,90,999,0,99,110,18,1635.0,1,15275.58,6981.93,1574.3,404.76,404.76,250237,237.0,2.708,1
train_11858,1,436464000,90,90,999,0,99,150,11,1987.0,1,7647.27,5223.5,1287.0,324.5,324.5,125237,89299.385,2.708,1
train_11863,2,389030400,90,90,999,0,99,900,15,6036.5,1,28680.52,5046.955,5804.52,932.94,932.94,150237,131006.39,2.708,1
train_11872,1,507571200,90,90,999,0,99,900,5,8018.0,1,32921.12,10561.605,7195.08,1170.72,1170.72,109737,94113.255,2.708,1
train_11899,1,244483200,90,90,999,0,99,190,15,8485.0,1,22425.16,27960.07,8155.08,1226.76,1226.76,150237,149110.03,2.979,1
train_11951,2,312825600,90,90,999,0,99,110,15,8993.5,1,2338.56,938.185,-1234.78,1287.78,1287.78,250237,125697.135,2.979,1
train_11980,1,515260800,90,90,999,0,99,900,16,9662.5,1,32186.925,45618.555,9285.48,1368.06,1368.06,250237,222128.405,2.708,1
train_11998,2,165513600,90,90,999,0,99,190,20,6532.5,1,35990.61,25044.16,4248.79,992.46,992.46,250237,104723.015,2.708,1
train_12002,1,318182400,90,90,999,0,99,110,12,7969.5,1,75972.935,46539.615,8217.12,1164.9,1164.9,125237,96663.68,2.708,1
train_12007,1,31507200,90,90,999,0,99,150,15,7673.5,1,53488.705,27709.5,9160.8,1129.38,1129.38,125237,67797.03,2.708,1
train_12016,2,307555200,90,90,999,0,99,900,15,8793.0,1,4471.56,10168.805,8952.125,1263.72,1263.72,250237,69506.715,2.979,1
train_12028,1,444412800,90,90,999,0,99,110,18,4498.0,1,19340.015,6125.74,4057.84,748.34,748.34,240237,237.0,2.708,1
train_12034,1,439056000,90,90,999,0,99,110,18,4960.0,1,8511.965,48942.67,-4529.025,803.785,803.785,125237,237.0,2.708,1
train_12076,1,241891200,90,90,999,0,99,190,0,1436.0,1,27850.595,24608.335,908.44,320.93,320.93,278737,240855.565,2.708,1
train_12108,2,565286400,90,90,999,0,99,110,12,4920.0,1,4193.69,1067.14,1502.8,798.96,798.96,230237,149664.595,2.708,1
train_12111,1,525884400,90,90,999,0,99,190,18,8913.5,1,237.0,32727.59,-11074.01,1278.18,1278.18,114237,237.0,2.708,1
train_12115,2,425836800,90,90,999,0,99,190,5,12076.0,1,5230.48,73381.145,-73259.71,1657.68,1657.68,300237,264820.39,2.708,1
train_12133,2,386438400,90,90,999,0,99,110,8,9905.0,1,14102.575,12190.375,-2256.29,1397.16,1397.16,250237,171849.94,2.708,1
train_12135,1,1125504000,90,90,999,0,99,900,15,2122.5,1,1499.16,4374.03,1453.99,463.26,463.26,132237,109069.66,2.708,1
train_12150,2,646758000,90,90,999,0,99,900,16,1192.0,1,16853.335,12971.6,1153.8,351.6,351.6,150237,144655.6,2.708,1
train_12174,2,128880000,90,90,999,0,99,190,15,7524.0,1,29765.79,15323.07,5118.06,1111.44,1111.44,125237,66102.745,2.708,1
train_12250,2,176054400,90,90,999,0,99,190,16,8295.5,1,35597.305,20764.725,5332.56,1204.02,1204.02,275237,148571.375,2.708,1
train_12265,2,31507200,90,90,999,0,99,110,18,4431.5,1,29413.38,32675.545,-1109.78,740.34,740.34,300237,226068.09,2.708,1
train_12280,1,65721600,90,90,999,0,99,190,14,12811.5,1,44651.915,14120.775,12308.52,1745.94,1745.94,250237,237.0,2.708,1
train_12291,1,31507200,90,90,999,0,99,190,16,6244.5,1,41913.945,17287.925,7446.0,957.9,957.9,125237,31782.14,2.708,1
train_12294,1,31507200,90,90,999,0,99,110,18,1735.0,1,3449.56,5058.11,3989.975,416.76,416.76,115237,1701.795,2.979,1
train_12320,1,915120000,90,90,999,0,99,110,14,2071.0,2,294.455,293.59,237.0,457.08,457.08,220237,159737.11,2.708,1
train_12324,2,375984000,90,90,999,0,99,900,16,12811.5,1,33255.045,34269.755,5769.865,1745.94,1745.94,125237,101527.615,2.708,1
train_12340,1,31507200,90,90,999,0,99,110,18,5929.0,1,23758.29,20653.265,5701.36,920.04,920.04,250237,24749.685,2.708,1
train_12343,1,31507200,90,90,999,0,99,110,18,4988.5,1,1336.69,4112.575,1321.19,807.215,807.215,250237,98153.545,2.979,1
train_12348,1,523206000,90,90,999,0,99,900,8,12811.0,1,23200.57,17497.505,10111.875,1745.88,1745.88,350237,115996.94,2.708,1
train_12360,1,544204800,90,90,999,0,99,190,14,1977.0,1,5603.0,5253.92,2199.0,445.8,445.8,205237,182191.97,2.708,1
train_12364,1,325958400,90,90,999,0,99,190,15,4824.5,1,16349.405,14047.45,873.38,787.5,787.5,250237,153008.58,2.708,1
train_12366,1,307555200,90,90,999,0,99,160,9,3790.0,1,1089.72,1191.7,326.05,663.36,663.36,250237,154662.385,2.708,1
train_12378,1,491673600,90,90,999,0,99,110,16,8390.5,1,2331.41,925.715,684.53,1215.42,1215.42,300237,273237.0,2.979,1
train_12393,2,560016000,90,90,999,0,99,110,18,3833.0,1,27373.265,10085.415,4017.49,668.525,668.525,350237,249079.2,2.708,1
train_12397,2,575827200,90,90,999,0,99,170,14,3237.0,1,17176.725,21080.045,65.475,597.0,597.0,134737,117476.79,2.708,1
train_12413,1,502214400,90,90,999,0,99,190,5,5456.0,1,18490.26,16696.36,634.06,863.28,863.28,265237,237920.55,2.708,1
train_12430,2,157737600,90,90,999,0,99,110,18,5277.0,1,49589.865,36613.77,2083.335,841.8,841.8,125237,79545.435,2.979,1
train_12454,1,410198400,90,90,999,0,99,900,16,12811.5,1,8527.215,4708.53,-12386.74,1745.94,1745.94,350237,115731.87,2.708,1
train_12465,1,465408000,90,90,999,0,99,150,2,4144.0,1,18450.57,15992.19,-594.5,705.84,705.84,150237,44176.27,2.708,1
train_12483,1,544204800,90,90,999,0,99,110,18,4533.5,1,3790.785,3275.89,796.98,752.555,752.555,200237,98807.435,2.708,1
train_12516,2,281289600,90,90,999,0,99,190,20,6439.5,1,76284.915,51132.545,7680.0,981.3,981.3,205237,146014.72,2.708,1
train_12531,2,694195200,90,90,999,0,99,190,15,5347.5,1,34138.055,43189.055,-2469.385,850.26,850.26,150237,145695.255,2.708,1
train_12535,1,386438400,90,90,999,0,99,900,15,4533.5,1,15872.505,9748.04,1509.485,752.58,752.58,150237,132083.89,2.708,1
train_12543,2,544204800,90,90,999,0,99,110,6,3791.5,1,8130.26,2356.34,3649.32,663.54,663.54,150237,139560.675,2.708,1
train_12549,1,31507200,90,90,999,0,99,190,18,6148.5,1,56284.76,26748.24,9185.76,946.38,946.38,125237,72352.52,2.708,1
train_12571,1,312825600,90,90,999,0,99,150,15,6847.0,1,2944.62,1754.12,1601.49,1030.2,1030.2,300237,261348.15,2.708,1
train_12582,1,31507200,90,90,999,0,99,150,15,6137.5,1,1653.12,282.97,1648.87,945.06,945.06,300237,184512.505,2.708,1
train_12584,1,476035200,90,90,999,0,99,110,18,3941.0,1,732.97,2255.505,619.13,681.48,681.48,300237,268467.34,2.708,1
train_12590,2,407520000,90,90,999,0,99,110,18,4524.0,1,7250.37,11830.535,-1884.44,751.485,751.485,250237,187737.1,2.708,1
train_12601,1,378662400,90,90,999,0,99,150,15,5276.5,1,19294.18,12432.48,6284.4,841.74,841.74,300237,269887.835,2.708,1
train_12602,1,570643200,90,90,999,0,99,110,12,5627.5,1,1530.72,1184.965,225.215,883.86,883.86,200237,159125.93,2.708,1
train_12608,1,546793200,90,90,999,0,99,170,14,9127.5,1,15126.48,1340.44,8771.88,1303.86,1303.86,300237,298237.0,2.979,1
train_12614,1,312825600,90,90,999,0,99,150,6,1237.0,1,17649.415,30722.175,637.0,287.0,287.0,122237,50056.66,2.708,1
train_12643,1,691516800,90,90,999,0,99,900,14,3822.5,1,478.99,1894.855,-80.88,559.695,559.695,150237,143074.87,2.708,1
train_12655,1,520527600,90,90,999,0,99,190,15,3796.5,1,24374.55,9668.08,4498.32,664.14,664.14,45237,38735.37,2.708,1
train_12674,1,441734400,90,90,999,0,99,900,5,12811.5,1,24320.78,22577.415,3424.36,1745.94,1745.94,250237,173088.26,2.708,1
train_12687,2,307555200,90,90,999,0,99,900,16,8505.0,1,3508.59,277.91,3489.825,1229.16,1229.16,350237,274403.58,2.708,1
train_12704,1,47145600,90,90,999,0,99,110,18,9127.5,1,108824.335,119488.9,-3231.89,1303.86,1303.86,300237,272295.79,2.979,1
train_12740,2,276019200,90,90,999,0,99,150,15,5638.0,1,2929.745,259.165,1597.76,885.12,885.12,175237,80217.205,2.708,1
train_12747,1,383760000,90,90,999,0,99,110,18,3991.5,1,14612.42,6794.465,184.03,687.56,687.56,150237,143237.0,2.979,1
train_12763,1,468086400,90,90,999,0,99,110,7,1851.5,1,15643.64,21489.015,-1287.28,430.74,430.74,135737,118348.545,2.708,1
train_12764,2,404928000,90,90,999,0,99,110,18,4710.5,1,40157.985,33896.06,4016.735,773.855,773.855,250237,123500.015,2.708,1
train_12771,1,286646400,90,90,999,0,99,150,15,5727.5,1,1554.72,14519.54,1500.67,895.86,895.86,300237,277761.88,2.708,1
train_12783,2,565286400,90,90,999,0,99,190,15,3738.0,1,3968.585,44065.985,-11776.125,657.12,657.12,150237,145472.175,2.708,1
train_12799,2,189273600,90,90,999,0,99,190,15,5854.5,1,2675.88,1015.805,1866.34,911.1,911.1,250237,153102.64,2.708,1
train_12806,2,691516800,90,90,999,0,99,190,9,5946.5,1,44344.565,47559.53,-886.86,922.14,922.14,150237,132469.715,2.708,1
train_12809,2,541526400,90,90,999,0,99,900,16,9754.5,1,4905.9,67668.27,9373.8,1379.1,1379.1,295237,191628.93,2.521,1
train_12818,2,504892800,90,90,999,0,99,110,17,5510.0,1,7540.005,6167.445,3225.68,869.76,869.76,119237,105680.7,2.708,1
train_12820,2,441734400,90,90,999,0,99,190,17,3611.0,1,19038.365,8458.665,7524.84,641.88,641.88,125237,91487.135,2.708,1
train_12835,1,273427200,90,90,999,0,99,190,15,5827.5,1,25618.4,46647.57,5888.64,907.86,907.86,205237,125396.605,2.979,1
train_12844,1,654710400,90,90,999,0,99,190,5,4116.5,1,18253.21,15127.735,1121.98,702.54,702.54,125237,99063.575,2.708,1
train_12868,2,312825600,90,90,999,0,99,900,15,6363.0,1,5259.345,1571.755,3068.75,972.12,972.12,300237,141093.355,2.708,1
train_12883,1,452188800,90,90,999,0,99,110,18,4066.0,1,15485.07,17137.295,-2273.275,696.535,696.535,300237,239725.52,2.708,1
train_12886,1,68227200,90,90,999,0,99,190,15,6085.0,1,21376.485,20576.945,1732.56,938.76,938.76,260237,144779.97,2.708,1
train_12887,1,31507200,90,90,999,0,99,110,14,1917.0,2,334.575,16964.37,237.0,371.4,371.4,145237,104959.25,2.708,1
train_12892,1,89395200,90,90,999,0,99,160,18,1092.0,2,287.725,286.965,237.0,296.85,296.85,70237,60789.94,2.708,1
train_12902,2,181324800,90,90,999,0,99,900,14,1237.0,1,3872.685,4631.295,1037.0,337.0,337.0,150237,237.0,2.708,1
train_12913,1,525884400,90,90,999,0,99,110,18,1980.0,1,8631.035,6896.46,2438.72,446.16,446.16,250237,107586.035,2.708,1
train_12922,2,283968000,90,90,999,0,99,900,16,12811.5,1,87686.72,45790.06,12308.52,1745.94,1745.94,350237,299523.0,2.708,1
train_12926,1,294336000,90,90,999,0,99,900,0,2237.0,1,1630.655,275.595,1343.0,377.0,377.0,115237,88723.065,2.979,1
train_12941,1,536428800,90,90,999,0,99,110,18,6263.5,1,96558.21,73689.29,6022.44,960.18,960.18,125237,98690.05,2.708,1
train_12943,1,149788800,90,90,999,0,99,190,15,8801.0,1,845.7,2284.55,-1232.705,1264.68,1264.68,300237,103084.29,2.979,1
train_12949,1,617900400,90,90,999,0,99,190,5,8565.0,1,48957.425,22123.63,8231.88,1236.36,1236.36,200237,129602.85,2.708,1
train_12957,2,488995200,90,90,999,0,99,110,17,4960.5,1,47249.425,28644.8,4771.56,803.82,803.82,150237,112112.0,2.708,1
train_12977,1,315504000,90,90,999,0,99,190,15,7969.5,1,15319.13,8141.59,9516.0,1164.9,1164.9,350237,315289.6,2.708,1
train_12979,1,123523200,90,90,999,0,99,900,17,4672.0,1,30363.425,29109.055,4494.6,769.2,769.2,125237,77320.295,2.979,1
train_12986,2,468086400,90,90,999,0,99,900,16,1192.0,1,466.2,474.3,234.14,351.6,351.6,294237,251979.715,2.708,1
train_12990,1,436464000,90,90,999,0,99,190,5,5495.0,1,65313.675,44339.24,5284.68,867.96,867.96,250237,207181.41,2.708,1
train_12992,2,31507200,90,90,999,0,99,900,16,1770.0,2,11776.67,11603.335,237.0,420.96,420.96,150237,132536.565,3.25,1
train_12996,2,373392000,90,90,999,0,99,150,14,1192.0,1,237.0,397.42,140.11,284.75,284.75,300237,218748.245,2.979,1
train_13002,2,531158400,90,90,999,0,99,150,14,1192.0,1,13251.785,10937.95,771.8,303.85,303.85,55237,48971.375,2.708,1
train_13010,1,31507200,90,90,999,0,99,190,15,8941.0,1,38969.63,3344.34,10681.8,1281.48,1281.48,125237,237.0,2.708,1
train_13037,1,31507200,90,90,999,0,99,110,17,9796.0,1,100942.415,64811.065,9413.64,1384.08,1384.08,195237,98716.88,2.708,1
train_13039,2,378662400,90,90,999,0,99,190,16,3882.0,1,1111.8,1202.66,349.255,674.4,674.4,155237,106605.415,2.708,1
