iter	Passed	Remaining
1666	106818	213572
1667	106876	213496
1668	106935	213422
1669	106990	213341
1670	107056	213280
1671	107118	213212
1672	107181	213144
1673	107240	213071
1674	107303	213005
1675	107362	212931
1676	107450	212914
1677	107526	212873
1678	107587	212804
1679	107654	212746
1680	107727	212700
1681	107795	212642
1682	107850	212561
1683	107918	212504
1684	107983	212442
1685	108044	212372
1686	108104	212300
1687	108159	212219
1688	108218	212145
1689	108286	212086
1690	108400	212122
1691	108494	212115
1692	108556	212048
1693	108619	211980
1694	108686	211922
1695	108759	211875
1696	108818	211802
1697	108895	211761
1698	108955	211691
1699	109027	211641
1700	109088	211572
1701	109150	211502
1702	109214	211438
1703	109274	211366
1704	109343	211312
1705	109405	211243
1706	109463	211168
1707	109531	211110
1708	109589	211034
1709	109654	210971
1710	109715	210903
1711	109778	210835
1712	109845	210777
1713	109913	210721
1714	109973	210649
1715	110030	210571
1716	110090	210498
1717	110148	210423
1718	110223	210380
1719	110285	210312
1720	110356	210260
1721	110420	210197
1722	110496	210155
1723	110561	210091
1724	110617	210012
1725	110680	209946
1726	110738	209870
1727	110796	209795
1728	110873	209754
1729	110947	209710
1730	111015	209653
1731	111080	209589
1732	111136	209510
1733	111190	209427
1734	111250	209355
1735	111328	209317
1736	111397	209263
1737	111463	209202
1738	111519	209123
1739	111582	209056
1740	111656	209011
1741	111716	208938
1742	111775	208864
1743	111835	208793
1744	111904	208738
1745	111966	208671
1746	112022	208590
1747	112082	208519
1748	112145	208453
1749	112215	208400
1750	112286	208348
1751	112349	208282
1752	112406	208205
1753	112466	208133
1754	112540	208087
1755	112613	208040
1756	112673	207968
1757	112734	207898
1758	112801	207838
1759	112861	207767
1760	112919	207692
1761	112977	207616
1762	113034	207540
1763	113095	207469
1764	113157	207401
1765	113222	207339
1766	113287	207277
1767	113349	207209
1768	113409	207137
1769	113469	207065
1770	113534	207002
1771	113591	206926
1772	113659	206869
1773	113716	206792
1774	113783	206732
1775	113838	206652
1776	113904	206591
1777	113964	206521
1778	114025	206450
1779	114081	206372
1780	114136	206291
1781	114198	206223
1782	114252	206141
1783	114307	206061
1784	114365	205986
1785	114430	205922
1786	114490	205852
1787	114549	205778
1788	114610	205709
1789	114678	205651
1790	114739	205582
1791	114814	205538
1792	114869	205458
1793	114933	205393
1794	114999	205333
1795	115055	205255
1796	115115	205183
1797	115178	205117
1798	115237	205045
1799	115304	204986
1800	115370	204924
1801	115429	204851
1802	115495	204792
1803	115558	204724
1804	115633	204681
1805	115693	204609
1806	115755	204541
1807	115817	204474
1808	115871	204392
1809	115928	204316
1810	115991	204250
1811	116050	204176
1812	116116	204115
1813	116175	204043
1814	116235	203973
1815	116297	203904
1816	116355	203830
1817	116422	203771
1818	116492	203717
1819	116557	203655
1820	116619	203587
1821	116682	203522
1822	116744	203453
1823	116808	203390
1824	116880	203340
1825	116938	203264
1826	117006	203209
1827	117072	203148
1828	117137	203086
1829	117197	203013
1830	117254	202937
1831	117321	202879
1832	117383	202811
1833	117440	202735
1834	117509	202680
1835	117570	202610
1836	117641	202558
1837	117702	202490
1838	117758	202410
1839	117819	202341
1840	117876	202265
1841	117938	202199
1842	118007	202142
1843	118065	202068
1844	118128	202002
1845	118192	201938
1846	118262	201884
1847	118323	201815
1848	118402	201777
1849	118463	201708
1850	118524	201638
1851	118586	201572
1852	118649	201506
1853	118709	201435
1854	118777	201377
1855	118844	201318
1856	118912	201260
1857	118975	201195
1858	119042	201135
1859	119106	201072
1860	119173	201012
1861	119236	200948
1862	119299	200882
1863	119362	200815
1864	119438	200772
1865	119508	200717
1866	119575	200658
1867	119638	200593
1868	119701	200527
1869	119772	200475
1870	119838	200414
1871	119903	200351
1872	119971	200293
1873	120038	200234
1874	120104	200173
1875	120177	200124
1876	120247	200071
1877	120320	200021
1878	120382	199954
1879	120464	199920
1880	120524	199848
1881	120588	199784
1882	120649	199715
1883	120718	199658
1884	120787	199603
1885	120850	199537
1886	120916	199477
1887	120983	199417
1888	121045	199350
1889	121111	199289
1890	121175	199225
1891	121243	199168
1892	121306	199101
1893	121367	199031
1894	121424	198957
1895	121484	198885
1896	121543	198813
1897	121601	198740
1898	121670	198682
1899	121732	198615
1900	121805	198566
1901	121860	198487
1902	121926	198426
1903	121996	198372
1904	122068	198321
1905	122135	198262
1906	122205	198206
1907	122267	198139
1908	122340	198089
1909	122416	198046
1910	122483	197986
1911	122549	197925
1912	122610	197856
1913	122672	197787
1914	122741	197732
1915	122808	197673
1916	122879	197619
1917	122943	197555
1918	123008	197492
1919	123078	197437
1920	123142	197374
1921	123210	197316
1922	123266	197239
1923	123330	197174
1924	123401	197121
1925	123466	197059
1926	123528	196991
1927	123615	196964
1928	123700	196933
1929	123780	196894
1930	123847	196834
1931	123919	196783
1932	123994	196736
1933	124056	196668
1934	124120	196604
1935	124183	196538
1936	124251	196480
1937	124319	196422
1938	124392	196372
1939	124462	196316
1940	124532	196261
1941	124601	196206
1942	124665	196141
1943	124731	196080
1944	124786	196001
1945	124853	195942
1946	124915	195874
1947	124977	195806
1948	125042	195744
1949	125103	195675
1950	125166	195608
1951	125235	195551
1952	125310	195505
1953	125376	195443
1954	125449	195393
1955	125512	195326
1956	125598	195296
1957	125658	195227
1958	125719	195156
1959	125778	195085
1960	125837	195012
1961	125895	194938
1962	125958	194872
1963	126022	194808
1964	126081	194736
1965	126144	194670
1966	126203	194599
1967	126263	194528
1968	126332	194471
1969	126396	194406
1970	126461	194344
1971	126524	194277
1972	126594	194223
1973	126655	194153
1974	126717	194086
1975	126796	194044
1976	126877	194007
1977	126946	193949
1978	127009	193883
1979	127072	193817
1980	127131	193745
1981	127190	193672
1982	127253	193607
1983	127312	193536
1984	127376	193470
1985	127435	193399
1986	127497	193332
1987	127552	193253
1988	127615	193188
1989	127685	193132
1990	127746	193063
1991	127810	192999
1992	127876	192937
1993	127933	192863
1994	127991	192789
1995	128051	192719
1996	128115	192654
1997	128181	192593
1998	128240	192521
1999	128304	192456
2000	128359	192379
2001	128423	192314
2002	128483	192244
2003	128551	192186
2004	128630	192143
2005	128703	192093
2006	128764	192023
2007	128826	191956
2008	128887	191887
2009	128948	191819
2010	129013	191755
2011	129075	191688
2012	129132	191614
2013	129200	191555
2014	129264	191491
2015	129326	191424
2016	129387	191355
2017	129479	191331
2018	129541	191264
2019	129604	191198
2020	129665	191129
2021	129732	191070
2022	129796	191005
2023	129856	190935
2024	129916	190864
2025	129979	190798
2026	130040	190730
2027	130097	190656
2028	130162	190592
2029	130224	190524
2030	130293	190469
2031	130351	190395
2032	130419	190336
2033	130481	190269
2034	130539	190195
2035	130599	190125
2036	130654	190049
2037	130719	189985
2038	130786	189925
2039	130844	189852
2040	130906	189785
2041	130967	189716
2042	131020	189636
2043	131081	189567
2044	131140	189495
2045	131202	189428
2046	131261	189357
2047	131325	189293
2048	131386	189225
2049	131446	189155
2050	131518	189102
2051	131580	189034
2052	131648	188975
2053	131705	188901
2054	131774	188845
2055	131857	188807
2056	131926	188750
2057	132003	188704
2058	132077	188655
2059	132148	188600
2060	132222	188549
2061	132301	188506
2062	132389	188476
2063	132454	188413
2064	132522	188355
2065	132589	188295
2066	132664	188246
2067	132736	188193
2068	132799	188126
2069	132867	188069
2070	132932	188005
2071	133003	187950
2072	133068	187887
2073	133132	187822
2074	133194	187756
2075	133256	187688
2076	133320	187623
2077	133448	187649
2078	133530	187610
2079	133607	187564
2080	133665	187491
2081	133729	187426
2082	133791	187358
2083	133855	187294
2084	133913	187221
2085	133971	187148
2086	134029	187076
2087	134090	187007
2088	134153	186942
2089	134212	186870
2090	134274	186802
2091	134336	186735
2092	134418	186695
2093	134479	186627
2094	134540	186559
2095	134607	186498
2096	134668	186429
2097	134725	186355
2098	134785	186285
2099	134851	186223
2100	134917	186161
2101	134974	186087
2102	135036	186020
2103	135099	185954
2104	135165	185892
2105	135224	185821
2106	135299	185772
2107	135372	185720
2108	135453	185679
2109	135526	185627
2110	135587	185557
2111	135648	185489
2112	135707	185417
2113	135769	185350
2114	135838	185292
2115	135905	185232
2116	135959	185154
2117	136022	185087
2118	136075	185009
2119	136137	184941
2120	136191	184863
2121	136249	184790
2122	136309	184721
2123	136374	184657
2124	136433	184586
2125	136494	184517
2126	136559	184454
2127	136623	184390
2128	136676	184310
2129	136740	184246
2130	136809	184189
2131	136870	184120
2132	136941	184064
2133	137005	184000
2134	137066	183931
2135	137118	183851
2136	137178	183782
2137	137236	183709
2138	137293	183636
2139	137357	183571
2140	137419	183504
2141	137477	183431
2142	137538	183363
2143	137593	183286
2144	137653	183216
2145	137711	183144
2146	137780	183087
2147	137842	183020
2148	137901	182948
2149	137960	182877
2150	138020	182808
2151	138090	182752
2152	138149	182680
2153	138208	182609
2154	138274	182548
2155	138337	182482
2156	138397	182413
2157	138460	182347
2158	138522	182279
2159	138588	182217
2160	138643	182142
2161	138696	182063
2162	138763	182002
2163	138825	181935
2164	138883	181863
2165	138944	181795
2166	138999	181719
2167	139059	181649
2168	139117	181577
2169	139178	181509
2170	139232	181432
2171	139293	181363
2172	139348	181287
2173	139410	181221
2174	139468	181148
2175	139533	181085
2176	139597	181021
2177	139657	180951
2178	139729	180898
2179	139785	180823
2180	139851	180761
2181	139913	180694
2182	139978	180631
2183	140030	180552
2184	140090	180482
2185	140153	180417
2186	140212	180346
2187	140283	180291
2188	140348	180228
2189	140414	180166
2190	140469	180091
2191	140530	180022
2192	140588	179950
2193	140641	179872
2194	140697	179797
2195	140750	179719
2196	140814	179656
2197	140873	179585
2198	140934	179516
2199	140993	179446
2200	141053	179377
2201	141115	179310
2202	141174	179239
2203	141234	179170
2204	141300	179108
2205	141361	179040
2206	141417	178967
2207	141470	178888
2208	141532	178821
2209	141592	178752
2210	141654	178685
2211	141720	178624
2212	141789	178566
2213	141848	178496
2214	141910	178429
2215	141971	178360
2216	142027	178287
2217	142088	178219
2218	142149	178150
2219	142214	178089
2220	142270	178014
2221	142328	177943
2222	142388	177873
2223	142449	177805
2224	142521	177751
2225	142579	177680
2226	142637	177608
2227	142701	177544
2228	142756	177469
2229	142812	177394
2230	142876	177331
2231	142937	177262
2232	142999	177196
2233	143064	177133
2234	143127	177068
2235	143184	176995
2236	143243	176924
2237	143304	176857
2238	143369	176794
2239	143428	176724
2240	143496	176665
2241	143555	176594
2242	143621	176533
2243	143679	176461
2244	143738	176392
2245	143798	176322
2246	143858	176254
2247	143918	176184
2248	143976	176113
2249	144034	176041
2250	144089	175966
2251	144144	175891
2252	144209	175829
2253	144273	175765
2254	144338	175702
2255	144399	175635
2256	144460	175567
2257	144519	175497
2258	144575	175423
2259	144633	175351
2260	144698	175288
2261	144756	175218
2262	144812	175144
2263	144872	175075
2264	144932	175006
2265	144993	174938
2266	145051	174867
2267	145111	174799
2268	145173	174732
2269	145235	174666
2270	145310	174615
2271	145378	174556
2272	145437	174486
2273	145498	174418
2274	145555	174346
2275	145614	174276
2276	145673	174206
2277	145732	174137
2278	145799	174076
2279	145855	174002
2280	145916	173935
2281	145973	173862
2282	146036	173798
2283	146092	173724
2284	146149	173652
2285	146222	173599
2286	146285	173533
2287	146343	173462
2288	146404	173395
2289	146463	173325
2290	146527	173262
2291	146588	173194
2292	146642	173118
2293	146702	173050
2294	146764	172984
2295	146840	172934
2296	146902	172868
2297	146962	172799
2298	147026	172735
2299	147087	172667
2300	147143	172595
2301	147204	172526
2302	147264	172459
2303	147321	172386
2304	147387	172324
2305	147450	172259
2306	147515	172197
2307	147582	172137
2308	147648	172075
2309	147712	172011
2310	147767	171936
2311	147829	171871
2312	147884	171796
2313	147944	171727
2314	148000	171654
2315	148059	171585
2316	148120	171518
2317	148178	171447
2318	148238	171378
2319	148297	171309
2320	148358	171242
2321	148415	171170
2322	148477	171104
2323	148533	171031
2324	148594	170963
2325	148653	170894
2326	148718	170831
2327	148781	170766
2328	148836	170692
2329	148892	170619
2330	148955	170554
2331	149017	170488
2332	149076	170418
2333	149140	170355
2334	149204	170291
2335	149264	170222
2336	149323	170153
2337	149382	170083
2338	149440	170013
2339	149504	169949
2340	149570	169887
2341	149624	169812
2342	149683	169743
2343	149745	169677
2344	149801	169605
2345	149858	169533
2346	149919	169466
2347	149981	169400
2348	150038	169327
2349	150095	169256
2350	150153	169185
2351	150208	169112
2352	150276	169052
2353	150333	168981
2354	150422	168945
2355	150482	168877
2356	150538	168804
2357	150595	168733
2358	150655	168665
2359	150713	168594
2360	150775	168529
2361	150832	168456
2362	150887	168383
2363	150950	168318
2364	151016	168257
2365	151074	168186
2366	151126	168110
2367	151184	168039
2368	151243	167970
2369	151306	167905
2370	151367	167838
2371	151423	167765
2372	151481	167695
2373	151540	167626
2374	151595	167552
2375	151651	167480
2376	151704	167404
2377	151770	167343
2378	151827	167272
2379	151887	167204
2380	151947	167136
2381	152008	167068
2382	152065	166997
2383	152127	166932
2384	152182	166858
2385	152243	166791
2386	152299	166719
2387	152357	166649
2388	152417	166580
2389	152473	166508
2390	152540	166448
2391	152602	166382
2392	152659	166311
2393	152715	166239
2394	152778	166175
2395	152832	166100
2396	152890	166029
2397	152952	165964
2398	153008	165891
2399	153074	165831
2400	153136	165765
2401	153195	165696
2402	153248	165620
2403	153307	165552
2404	153369	165485
2405	153445	165434
2406	153505	165367
2407	153564	165298
2408	153625	165231
2409	153690	165169
2410	153749	165100
2411	153813	165037
2412	153872	164968
2413	153939	164907
2414	154008	164849
2415	154079	164793
2416	154150	164737
2417	154224	164684
2418	154287	164620
2419	154350	164555
2420	154408	164485
2421	154484	164435
2422	154561	164385
2423	154641	164338
2424	154713	164283
2425	154797	164240
2426	154867	164183
2427	154938	164127
2428	155011	164073
2429	155084	164019
2430	155157	163965
2431	155233	163914
2432	155328	163883
2433	155401	163828
2434	155472	163772
2435	155541	163714
2436	155611	163657
2437	155685	163604
2438	155758	163549
2439	155828	163492
2440	155909	163446
2441	155976	163385
2442	156058	163340
2443	156132	163287
2444	156204	163232
2445	156275	163176
2446	156348	163121
2447	156415	163060
2448	156488	163005
2449	156561	162952
2450	156637	162899
2451	156704	162840
2452	156790	162798
2453	156866	162747
2454	156941	162695
2455	157012	162637
2456	157079	162577
2457	157154	162525
2458	157229	162472
2459	157296	162412
2460	157366	162354
2461	157436	162296
2462	157507	162239
2463	157589	162194
2464	157661	162138
2465	157739	162089
2466	157807	162029
2467	157871	161965
2468	157946	161912
2469	158014	161853
2470	158089	161800
2471	158161	161744
2472	158239	161694
2473	158310	161637
2474	158381	161581
2475	158460	161531
2476	158542	161487
2477	158610	161426
2478	158686	161374
2479	158758	161319
2480	158827	161260
2481	158903	161208
2482	158970	161147
2483	159041	161090
2484	159112	161033
2485	159186	160979
2486	159259	160924
2487	159337	160874
2488	159416	160825
2489	159484	160765
2490	159556	160708
2491	159621	160646
2492	159679	160576
2493	159738	160506
2494	159812	160453
2495	159879	160391
2496	159932	160316
2497	159990	160246
2498	160047	160175
2499	160106	160106
2500	160159	160031
2501	160221	159964
2502	160293	159908
2503	160368	159856
2504	160438	159797
2505	160502	159733
2506	160566	159669
2507	160628	159603
2508	160687	159534
2509	160746	159465
2510	160808	159399
2511	160868	159331
2512	160928	159263
2513	160987	159194
2514	161046	159125
2515	161104	159055
2516	161163	158986
2517	161220	158915
2518	161279	158846
2519	161337	158776
2520	161401	158712
2521	161463	158646
2522	161532	158587
2523	161594	158521
2524	161657	158456
2525	161718	158389
2526	161775	158318
2527	161846	158261
2528	161914	158200
2529	161972	158131
2530	162034	158064
2531	162097	157999
2532	162165	157940
2533	162227	157873
2534	162287	157806
2535	162356	157747
2536	162433	157695
2537	162505	157639
2538	162563	157569
2539	162628	157506
2540	162696	157446
2541	162762	157383
2542	162825	157318
2543	162884	157249
2544	162954	157192
2545	163015	157124
2546	163078	157059
2547	163139	156992
2548	163229	156953
2549	163317	156913
2550	163375	156842
2551	163435	156774
2552	163493	156704
2553	163551	156635
2554	163622	156578
2555	163683	156511
2556	163741	156441
2557	163801	156373
2558	163858	156302
2559	163925	156241
2560	163989	156177
2561	164052	156112
2562	164110	156042
2563	164168	155972
2564	164228	155904
2565	164289	155838
2566	164352	155773
2567	164422	155715
2568	164484	155648
2569	164543	155579
2570	164601	155510
2571	164663	155444
2572	164728	155381
2573	164791	155316
2574	164847	155245
2575	164909	155178
2576	164969	155111
2577	165029	155042
2578	165091	154976
2579	165148	154906
2580	165206	154837
2581	165280	154782
2582	165347	154720
2583	165410	154655
2584	165474	154592
2585	165533	154523
2586	165594	154456
2587	165650	154385
2588	165708	154315
2589	165772	154252
2590	165835	154186
2591	165901	154124
2592	165963	154058
2593	166027	153994
2594	166082	153922
2595	166141	153853
2596	166199	153783
2597	166260	153717
2598	166318	153647
2599	166375	153577
2600	166440	153514
2601	166507	153452
2602	166570	153388
2603	166632	153321
2604	166713	153273
2605	166773	153206
2606	166832	153138
2607	166902	153079
2608	166970	153018
2609	167030	152951
2610	167089	152882
2611	167144	152810
2612	167203	152742
2613	167262	152673
2614	167326	152609
2615	167389	152544
2616	167451	152478
2617	167520	152419
2618	167591	152362
2619	167654	152296
2620	167721	152235
2621	167778	152165
2622	167835	152095
2623	167899	152031
2624	167964	151967
2625	168026	151901
2626	168087	151835
2627	168145	151765
2628	168213	151705
2629	168278	151642
2630	168334	151571
2631	168403	151512
2632	168464	151445
2633	168523	151376
2634	168592	151317
2635	168650	151247
2636	168712	151182
2637	168777	151119
2638	168840	151054
2639	168901	150987
2640	168965	150923
2641	169034	150864
2642	169094	150797
2643	169156	150730
2644	169218	150665
2645	169276	150595
2646	169334	150526
2647	169395	150460
2648	169456	150393
2649	169516	150325
2650	169572	150255
2651	169649	150202
2652	169709	150134
2653	169771	150069
2654	169838	150007
2655	169911	149951
2656	169987	149898
2657	170044	149828
2658	170103	149760
2659	170162	149691
2660	170243	149642
2661	170312	149583
2662	170376	149519
2663	170435	149450
2664	170496	149384
2665	170557	149317
2666	170618	149251
2667	170678	149183
2668	170742	149119
2669	170804	149054
2670	170864	148986
2671	170921	148916
2672	170980	148848
2673	171043	148783
2674	171101	148714
2675	171159	148645
2676	171218	148577
2677	171278	148509
2678	171336	148440
2679	171404	148380
2680	171472	148319
2681	171536	148255
2682	171607	148198
2683	171673	148135
2684	171732	148067
2685	171787	147995
2686	171847	147927
2687	171905	147859
2688	171974	147799
2689	172058	147753
2690	172133	147698
2691	172202	147639
2692	172268	147576
2693	172340	147518
2694	172404	147455
2695	172465	147388
2696	172540	147334
2697	172613	147278
2698	172668	147206
2699	172732	147142
2700	172792	147075
2701	172857	147011
2702	172921	146947
2703	172988	146886
2704	173072	146839
2705	173149	146786
2706	173220	146728
2707	173285	146665
2708	173361	146611
2709	173435	146555
2710	173492	146486
2711	173561	146426
2712	173636	146371
2713	173708	146314
2714	173763	146243
2715	173832	146183
2716	173910	146130
2717	173979	146071
2718	174054	146016
2719	174114	145948
2720	174176	145882
2721	174240	145818
2722	174305	145755
2723	174386	145706
2724	174447	145639
2725	174524	145586
2726	174600	145532
2727	174663	145467
2728	174734	145409
2729	174794	145341
2730	174862	145281
2731	174922	145213
2732	174989	145152
2733	175051	145086
2734	175110	145018
2735	175171	144951
2736	175247	144897
2737	175324	144844
2738	175386	144778
2739	175446	144711
2740	175503	144641
2741	175564	144575
2742	175626	144508
2743	175691	144446
2744	175753	144380
2745	175817	144316
2746	175871	144244
2747	175935	144180
2748	175996	144113
2749	176059	144048
2750	176121	143982
2751	176187	143920
2752	176251	143856
2753	176322	143797
2754	176384	143732
2755	176450	143669
2756	176516	143607
2757	176572	143537
2758	176630	143467
2759	176700	143409
2760	176755	143337
2761	176811	143267
2762	176867	143196
2763	176929	143130
2764	176992	143066
2765	177053	142999
2766	177111	142930
2767	177179	142870
2768	177243	142805
2769	177309	142743
2770	177373	142679
2771	177431	142610
2772	177497	142548
2773	177559	142482
2774	177639	142431
2775	177704	142368
2776	177766	142303
2777	177827	142236
2778	177893	142173
2779	177954	142107
2780	178023	142047
2781	178083	141980
2782	178141	141911
2783	178216	141855
2784	178274	141787
2785	178334	141720
2786	178402	141659
2787	178457	141588
2788	178515	141519
2789	178582	141457
2790	178635	141385
2791	178695	141317
2792	178755	141250
2793	178812	141181
2794	178875	141116
2795	178938	141051
2796	179000	140986
2797	179057	140916
2798	179122	140853
2799	179186	140789
2800	179253	140727
2801	179321	140666
2802	179377	140596
2803	179437	140529
2804	179499	140463
2805	179559	140396
2806	179626	140334
2807	179689	140270
2808	179757	140209
2809	179818	140143
2810	179879	140077
2811	179940	140010
2812	179995	139939
2813	180061	139877
2814	180124	139812
2815	180199	139756
2816	180272	139700
2817	180339	139638
2818	180399	139571
2819	180457	139502
2820	180516	139434
2821	180579	139369
2822	180643	139305
2823	180703	139239
2824	180761	139170
2825	180822	139103
2826	180881	139036
2827	180947	138973
2828	181010	138909
2829	181067	138839
2830	181129	138774
2831	181197	138713
2832	181254	138643
2833	181321	138582
2834	181381	138515
2835	181448	138453
2836	181503	138382
2837	181570	138320
2838	181631	138254
2839	181701	138195
2840	181766	138132
2841	181828	138066
2842	181886	137998
2843	181946	137930
2844	182008	137865
2845	182063	137795
2846	182122	137727
2847	182184	137662
2848	182245	137595
2849	182322	137541
2850	182378	137471
2851	182448	137412
2852	182501	137339
2853	182574	137282
2854	182631	137213
2855	182701	137154
2856	182765	137090
2857	182823	137021
2858	182879	136951
2859	182937	136883
2860	182993	136813
2861	183047	136742
2862	183103	136672
2863	183160	136603
2864	183221	136536
2865	183289	136475
2866	183361	136417
2867	183414	136345
2868	183475	136279
2869	183534	136212
2870	183589	136141
2871	183654	136078
2872	183715	136011
2873	183772	135943
2874	183829	135874
2875	183908	135821
2876	183963	135750
2877	184044	135699
2878	184105	135633
2879	184164	135565
2880	184229	135502
2881	184296	135440
2882	184363	135378
2883	184425	135313
2884	184492	135251
2885	184550	135183
2886	184614	135119
2887	184683	135059
2888	184749	134996
2889	184811	134931
2890	184871	134864
2891	184943	134806
2892	185002	134739
2893	185060	134670
2894	185128	134609
2895	185251	134589
2896	185333	134538
2897	185400	134476
2898	185462	134410
2899	185529	134349
2900	185589	134282
2901	185661	134223
2902	185726	134160
2903	185781	134090
2904	185861	134037
2905	185929	133976
2906	185983	133905
2907	186044	133839
2908	186101	133770
2909	186176	133714
2910	186236	133647
2911	186300	133583
2912	186360	133516
2913	186420	133449
2914	186477	133380
2915	186538	133315
2916	186600	133249
2917	186661	133183
2918	186741	133130
2919	186808	133068
2920	186867	133001
2921	186933	132939
2922	186994	132872
2923	187065	132813
2924	187124	132746
2925	187184	132679
2926	187238	132608
2927	187300	132543
2928	187368	132482
2929	187428	132415
2930	187488	132348
2931	187556	132287
2932	187611	132217
2933	187674	132152
2934	187732	132084
2935	187798	132021
2936	187856	131954
2937	187913	131884
2938	187978	131821
2939	188040	131756
2940	188099	131688
2941	188162	131624
2942	188219	131555
2943	188284	131492
2944	188354	131432
2945	188413	131364
2946	188471	131296
2947	188542	131237
2948	188596	131167
2949	188654	131099
2950	188711	131029
2951	188780	130969
2952	188846	130907
2953	188907	130841
2954	188982	130785
2955	189041	130717
2956	189095	130646
2957	189156	130580
2958	189219	130516
2959	189279	130449
2960	189361	130398
2961	189417	130328
2962	189472	130258
2963	189533	130192
2964	189597	130128
2965	189658	130062
2966	189719	129996
2967	189783	129932
2968	189848	129869
2969	189920	129811
2970	189982	129745
2971	190051	129684
2972	190118	129623
2973	190192	129566
2974	190277	129516
2975	190350	129458
2976	190416	129396
2977	190479	129331
2978	190537	129263
2979	190604	129201
2980	190680	129145
2981	190737	129077
2982	190797	129010
2983	190872	128953
2984	190946	128896
2985	191011	128833
2986	191070	128766
2987	191131	128700
2988	191186	128630
2989	191241	128560
2990	191303	128495
2991	191371	128433
2992	191437	128371
2993	191499	128305
2994	191555	128236
2995	191618	128172
2996	191695	128116
2997	191767	128058
2998	191830	127993
2999	191897	127931
3000	191955	127863
3001	192020	127800
3002	192077	127731
3003	192141	127667
3004	192202	127602
3005	192267	127538
3006	192327	127472
3007	192388	127406
3008	192441	127334
3009	192513	127276
3010	192575	127210
3011	192636	127145
3012	192696	127078
3013	192756	127012
3014	192818	126946
3015	192879	126881
3016	192950	126821
3017	193018	126760
3018	193085	126698
3019	193143	126630
3020	193204	126564
3021	193266	126499
3022	193321	126429
3023	193380	126362
3024	193440	126295
3025	193500	126229
3026	193559	126162
3027	193624	126098
3028	193682	126030
3029	193744	125966
3030	193801	125897
3031	193864	125832
3032	193926	125767
3033	193991	125704
3034	194048	125636
3035	194105	125567
3036	194165	125500
3037	194222	125432
3038	194288	125370
3039	194354	125307
3040	194416	125242
3041	194480	125178
3042	194546	125115
3043	194615	125055
3044	194677	124989
3045	194746	124929
3046	194800	124859
3047	194860	124792
3048	194927	124730
3049	194979	124658
3050	195035	124590
3051	195094	124522
3052	195170	124466
3053	195234	124402
3054	195330	124359
3055	195398	124298
3056	195464	124235
3057	195534	124175
3058	195601	124113
3059	195656	124043
3060	195719	123979
3061	195782	123914
3062	195847	123851
3063	195905	123783
3064	195964	123716
3065	196036	123657
3066	196098	123592
3067	196163	123529
3068	196216	123458
3069	196297	123405
3070	196368	123345
3071	196440	123287
3072	196499	123219
3073	196568	123158
3074	196626	123091
3075	196685	123024
3076	196761	122967
3077	196829	122906
3078	196893	122842
3079	196951	122774
3080	197020	122714
3081	197083	122649
3082	197139	122580
3083	197204	122517
3084	197276	122458
3085	197337	122392
3086	197393	122324
3087	197472	122269
3088	197538	122206
3089	197611	122148
3090	197675	122084
3091	197739	122020
3092	197799	121954
3093	197868	121893
3094	197942	121835
3095	198012	121775
3096	198074	121709
3097	198152	121654
3098	198213	121588
3099	198275	121523
3100	198343	121462
3101	198414	121402
3102	198477	121337
3103	198533	121269
3104	198616	121216
3105	198675	121149
3106	198737	121084
3107	198804	121022
3108	198866	120957
3109	198931	120894
3110	198988	120826
3111	199059	120766
3112	199121	120701
3113	199179	120633
3114	199246	120571
3115	199304	120503
3116	199361	120435
3117	199416	120366
3118	199473	120298
3119	199544	120238
3120	199605	120172
3121	199671	120109
3122	199734	120045
3123	199801	119982
3124	199864	119918
3125	199920	119849
3126	199977	119781
3127	200038	119715
3128	200096	119648
3129	200163	119586
3130	200223	119520
3131	200291	119458
3132	200359	119397
3133	200417	119329
3134	200475	119261
3135	200532	119193
3136	200584	119122
3137	200651	119061
3138	200710	118993
3139	200766	118925
3140	200827	118859
3141	200887	118793
3142	200941	118723
3143	200997	118654
3144	201052	118586
3145	201106	118516
3146	201167	118450
3147	201228	118384
3148	201290	118319
3149	201349	118252
3150	201405	118184
3151	201488	118131
3152	201554	118069
3153	201633	118013
3154	201699	117950
3155	201769	117890
3156	201832	117826
3157	201891	117759
3158	201954	117695
3159	202021	117632
3160	202084	117568
3161	202141	117500
3162	202211	117439
3163	202272	117374
3164	202332	117308
3165	202386	117238
3166	202450	117174
3167	202529	117119
3168	202593	117055
3169	202662	116994
3170	202731	116933
3171	202793	116868
3172	202858	116804
3173	202920	116740
3174	202987	116678
3175	203048	116612
3176	203110	116547
3177	203173	116482
3178	203234	116417
3179	203295	116351
3180	203352	116283
3181	203416	116219
3182	203477	116154
3183	203538	116088
3184	203601	116024
3185	203653	115953
3186	203722	115892
3187	203781	115825
3188	203838	115757
3189	203900	115692
3190	203964	115628
3191	204021	115560
3192	204081	115494
3193	204143	115429
3194	204204	115364
3195	204266	115299
3196	204333	115237
3197	204401	115175
3198	204465	115111
3199	204535	115051
3200	204590	114982
3201	204653	114917
3202	204712	114851
3203	204767	114782
3204	204827	114716
3205	204895	114654
3206	204988	114606
3207	205054	114544
3208	205131	114487
3209	205219	114436
3210	205291	114377
3211	205348	114309
3212	205417	114248
3213	205481	114184
3214	205535	114115
3215	205596	114050
3216	205671	113992
3217	205730	113925
3218	205801	113865
3219	205866	113802
